T,P,z_carbon dioxide,z_argon,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_argon,x_carbon monoxide,y_carbon dioxide,y_argon,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_argon,rhoL3_carbon monoxide,rhoV1_carbon dioxide,rhoV2_argon,rhoV3_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_argon,parachor_carbon monoxide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,8.2239355886,0.96,0.02,0.02,0.027739593378208006,0.0005209669583450722,0.9850467455180614,0.009198594222344442,0.005754660259594295,0.31324046652161625,0.2989149654844248,0.38784456799395894,0.02732479617919816,0.00025516526337896833,0.00015963193563087866,0.00016318793307435784,0.00015572482037224305,0.00020205420489847133,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,18.748652606339174,-0.547375748838963
200.0,8.7942356038,0.96,0.02,0.02,0.027735729119857534,0.0005580986536835928,0.9836563471217479,0.009951431405639095,0.0063922214726129896,0.294978278113355,0.3024830205071913,0.40253870137945363,0.027282425990797353,0.00027601020582164904,0.0001772929232385307,0.0001646269798809678,0.00016881536650721003,0.00022465630729541486,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,18.636253687444363,-0.5931982678820695
200.0,9.3645356189,0.96,0.02,0.02,0.02773180217566438,0.0005953795666439365,0.9822779678680111,0.010679716907275897,0.007042315224712897,0.2789593787654257,0.3049223692734222,0.41611825196115226,0.027240338286429296,0.0002961677965646734,0.0001952960926704075,0.0001660867140406209,0.0001815445480780525,0.0002477483045252632,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,18.524108751886498,-0.6377207835970857
200.0,9.934835634,0.96,0.02,0.02,0.02772781394109439,0.000632810554119076,0.9809113582536809,0.011383964737923276,0.0077046770083958535,0.26479828389764765,0.30644158009868944,0.4287601360036629,0.02719852763436425,0.00031565245616511597,0.00021363385056502796,0.0001675671487630508,0.00019391946610737687,0.0002713239392486483,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,18.41221636187852,-0.6809613453774794
200.0,10.5051356491,0.96,0.02,0.02,0.027723765859671505,0.0006703925119176545,0.9795562549455897,0.012064717367330174,0.008379027687080036,0.25219306180999645,0.3072046881946061,0.4406022499953974,0.027156988258488217,0.00033447939945497414,0.0002322982017283118,0.00016906834019500783,0.00020594772259166182,0.00029537644913098487,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,18.300574887649358,-0.7229384031725132
200.0,11.0754356643,0.96,0.02,0.02,0.027719659407077667,0.0007081263683521161,0.9782123814779922,0.012722542123165457,0.009065076398842438,0.240903865055585,0.3073425333077014,0.4517536016367137,0.027115714042356274,0.00035266453444634524,0.00025128083027505053,0.00017059037908379965,0.00021763735195132186,0.00031989863731699463,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,18.18918250640425,-0.7636703837301511
200.0,11.6457356794,0.96,0.02,0.02,0.02771549608993358,0.0007460130796842501,0.9768794519262808,0.013358026242251929,0.009762521831467351,0.2307377566914495,0.3069607795162084,0.4623014637923421,0.027074698630199293,0.0003702243240863635,0.0002705731356479246,0.00017213338446882344,0.00022899675646916473,0.00034488293874626195,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,18.07803728453306,-0.8031757972839557
200.0,12.2160356945,0.96,0.02,0.02,0.027711277432050572,0.0007840536268149924,0.9755571718611016,0.013971773265660816,0.010471054873237585,0.22153777878699218,0.3061456917723176,0.47231652944069025,0.027033935440269625,0.0003871756851824341,0.00029016630659851184,0.00017369749893447872,0.0002400346399678704,0.00037032148791264335,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,17.96713717629956,-0.8414731957112913
200.0,12.7863357097,0.96,0.02,0.02,0.027707004967432138,0.0008222490128360979,0.974245240530674,0.01456439898786605,0.011190360481459966,0.2131749412249392,0.3049683749897801,0.4818566837852808,0.026993417718880502,0.0004035358751044683,0.00031005137344716755,0.00017528288498359947,0.0002507599452815756,0.0003962061825709229,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,17.856480057850266,-0.8785810634781974
200.0,13.3566357248,0.96,0.02,0.02,0.027702680232774626,0.0008606002611827218,0.9729433527250084,0.015136527714888744,0.011920119560102816,0.20554225956066696,0.3034879330627194,0.4909698073766138,0.026953138585144563,0.0004193223871200937,0.00033021926050997045,0.0001768897222619968,0.0002611817944595807,0.00042252874446114445,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,17.746063751831898,-0.9145178302513557
200.0,13.9269357399,0.96,0.02,0.02,0.027698304760638497,0.0008991084142124343,0.9716512005365877,0.01568878875752781,0.012660010705884411,0.19855025556807204,0.3017538577645932,0.4996958866673348,0.026913091073502676,0.00043455285233128427,0.0003506608348045325,0.0001785182054252828,0.00027130943253720783,0.0004492807762499437,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,17.635886049844213,-0.9493018463333804
200.0,14.497235755,0.96,0.02,0.02,0.02769388007329845,0.0009377745320830551,0.9703684749993722,0.016221813186789995,0.013409711813837771,0.1921235183156872,0.29980785963696854,0.5080686220473443,0.02687326817354212,0.0004492449489664135,0.00037136695078991667,0.00018016854249064382,0.00028115217528588044,0.00047645381430653084,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,17.525944732817994,-0.9829513341300569
200.0,15.0675357702,0.96,0.02,0.02,0.027689407677274767,0.0009765996918467477,0.9690948675949249,0.01673623086860503,0.014168901536470031,0.18619804519809674,0.29768528871215316,0.5161166660897502,0.026833662866790488,0.00046341631950179505,0.0003923284909824835,0.0001818409535629281,0.00029071936122359893,0.0005040393770602208,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,17.416237589401934,-1.0154843683124248
200.0,15.6378357853,0.96,0.02,0.02,0.027684889058529092,0.0010155849867024662,0.967830071617466,0.017232667787404045,0.0149372605951299,0.18071916407317504,0.2954162497196794,0.5238645862071455,0.026794268160237812,0.00047708449587676897,0.0004135364024145095,0.00018353566984213626,0.00030002030804325303,0.0005320290088170768,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,17.306762432394915,-1.0469187732467127
200.0,16.2081358004,0.96,0.02,0.02,0.027680325678309546,0.0010547315253644101,0.966573783396471,0.01771174365992353,0.015714472943605406,0.17563989356516913,0.2930264869110306,0.5313336195238001,0.026755077116530145,0.0004902668328374176,0.0004349817289419813,0.00018525293285483348,0.00030906427351184567,0.0005604143189977308,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,17.197517113332058,-1.077272392197095
200.0,16.7784358155,0.96,0.02,0.02,0.02767571896961554,0.0010940404315021508,0.9653257033770115,0.0181740698354842,0.016500226787504187,0.17091963740081464,0.290538093149564,0.5385422694496214,0.02671608288080862,0.0005029804493010277,0.00045665563950588806,0.0001869929938541784,0.0003178604207971611,0.0005891870168508112,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,17.08849953533118,-1.1065625450352634
200.0,17.3487358307,0.96,0.02,0.02,0.02767107033424522,0.0011335128432526456,0.9640855370607894,0.018620247474163874,0.01729421546504681,0.16652313599890045,0.2879700834941225,0.5455067805069771,0.02667727870423768,0.0005152421774986405,0.00047854945250890165,0.00018875611335346064,0.00032641778811312453,0.0006183389417860604,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,16.97970766423593,-1.1348065557864544
200.0,17.9190358458,0.96,0.02,0.02,0.027666381140390786,0.0011731499127668413,0.9628529958142098,0.019050865990084327,0.018096138195705786,0.16241961806421107,0.28533886322803353,0.5522415187077554,0.026638657964363023,0.0005270685195361812,0.0005006546564915799,0.0001905425607636529,0.00033474526250495723,0.0006478620894982312,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,16.871139538225535,-1.1620214672737585
200.0,18.4893358609,0.96,0.02,0.02,0.02766165272073724,0.0012129528057900683,0.961627797550135,0.019466501744757104,0.018905700705107824,0.15858210904366848,0.2826586128663039,0.5587592780900277,0.02660021418243925,0.0005384756109510965,0.0005229629273468898,0.00019235261411262427,0.000342851557556912,0.0006777486341205322,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,16.762793275966654,-1.1882240838325782
200.0,19.0596358761,0.96,0.02,0.02,0.027656886368613517,0.0012529227012596992,0.9604096668775233,0.019867717107365658,0.019722616015111143,0.15498686362728326,0.27994160653615136,0.5650715298365654,0.026561941024149622,0.0005494791944421709,0.000545466150021726,0.00019418655983566437,0.00035074519385625463,0.0007079909475677802,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,16.654667071318485,-1.213430956722311
203.5068275862,3.0096895204,0.96,0.02,0.02,0.027526829243678056,0.0001861656352652241,0.9995896366330308,0.00027575013306122405,0.00013461323390799373,0.9506955229771805,0.02463565329938297,0.024668823723436508,0.027515533241347635,7.590526826697817e-06,3.7054755037246364e-06,0.00017698683597885126,4.586312046653445e-06,4.592487239719388e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,19.056175339168657,-0.014261730440978226
203.5068275862,3.5819676265,0.96,0.02,0.02,0.02752341487335579,0.00022151786219861235,0.998082788402965,0.0012770894095399375,0.0006401221874948937,0.8051920795162906,0.0961093127751608,0.09869860770854863,0.02747064666317059,3.5149861649136676e-05,1.7618348536062e-05,0.00017836442811370378,2.1289929503331403e-05,2.1863504581577175e-05,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,18.945399918241826,-0.06607612172704336
203.5068275862,4.1542457326,0.96,0.02,0.02,0.02751993294238548,0.00025701855147915577,0.9965888180763158,0.0022521513825938437,0.0011590305410904232,0.6994365404737865,0.14638945661631844,0.15417400290989516,0.027426057444591413,6.197905502508332e-05,3.189644276898521e-05,0.0001797681664841645,3.762480609134688e-05,3.96255789036444e-05,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,18.834856874689464,-0.11659988895601714
203.5068275862,4.7265238387,0.96,0.02,0.02,0.027516383173638845,0.0002926634763856132,0.9951074868144447,0.003201137752215628,0.0016913754333396256,0.6191370121022112,0.18310225819716536,0.1977607297006234,0.027381758906143024,8.808373298156618e-05,4.654053451425259e-05,0.0001811987903208346,5.358734341803856e-05,5.787734264674003e-05,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,18.724550677306578,-0.16586370141509477
203.5068275862,5.2988019447,0.96,0.02,0.02,0.027512765708169736,0.0003284504710939152,0.9936386315772926,0.004124224864207171,0.002237143558500128,0.5561132585845704,0.21061462331802489,0.23327211809740472,0.02733774686917244,0.00011346883241674005,6.155000658055514e-05,0.00018265566176367445,6.917647224807278e-05,7.661833708216801e-05,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,18.614484901129973,-0.213890953637911
203.5068275862,5.8710800508,0.96,0.02,0.02,0.027509080951660533,0.0003643784753864955,0.9921821170021436,0.005021600040178451,0.002796282957677864,0.5053479573752966,0.23160696595966712,0.2630450766650363,0.027294018175401894,0.0001381396020121308,7.69231742465091e-05,0.0001841379182480903,8.439259314527548e-05,9.584796399312975e-05,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,18.504662170201623,-0.26069973327605567
203.5068275862,6.4433581569,0.96,0.02,0.02,0.02750532949879023,0.00040044706940409235,0.9907378128732961,0.005893478051804072,0.003368709074899844,0.4635938199894084,0.24781597058986224,0.2885902094207293,0.027250569989990786,0.00016210205570875932,9.265745309068502e-05,0.00018564478660860692,9.923717917424108e-05,0.00011556510362124434,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,18.39508430900259,-0.3063058620542236
203.5068275862,7.0156362629,0.96,0.02,0.02,0.027501512092576456,0.00043665622778127214,0.989305583236338,0.006740108456364057,0.0039543083072980335,0.428656777800861,0.2604167643410146,0.31092645785812445,0.027207399460627554,0.00018536317421797294,0.0001087494577309324,0.0001871756516073989,0.00011371260196815193,0.0001357679742057213,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,18.285752506000883,-0.35072434084464277
203.5068275862,7.587914369,0.96,0.02,0.02,0.027497629592301245,0.00047300618095446744,0.9878852795260394,0.007561779207804901,0.004552941266155588,0.3990012371576689,0.27023333439656777,0.33076542844576334,0.02716450349609401,0.0002079310037149843,0.00012519509249224938,0.0001887300513840567,0.00012782203746951204,0.00015645409210089867,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,18.176667401680675,-0.39396909951465986
203.5068275862,8.1601924751,0.96,0.02,0.02,0.027493682961517274,0.0005094973328840671,0.9864767393300599,0.00835881631545925,0.005164444354480897,0.3735204166506096,0.27786092735565515,0.3486186559937353,0.027121878720051985,0.0002298146457107946,0.0001419895957544955,0.00019030765606123108,0.00014156940140039982,0.00017762027542243624,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,18.06782922389989,-0.4360545194959329
203.5068275862,8.7324705811,0.96,0.02,0.02,0.027489673249545602,0.000546130209896352,0.9850797845213016,0.009131583228937328,0.005788632249761005,0.3513964976243928,0.28374056390031654,0.3648629384752908,0.027079521401223373,0.0002510242392145177,0.00015912760910771209,0.00019190824300445257,0.00015495929371898913,0.0001992626731729103,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,17.959237835097547,-0.47699483981637414
203.5068275862,9.3047486872,0.96,0.02,0.02,0.027485601580055342,0.0005829054278343802,0.9836942214613195,0.009880478700825932,0.006425299837854636,0.33201213561292625,0.2882061775974448,0.37978168678962887,0.027037427447688552,0.0002715709009911244,0.00017660323137566673,0.00019353167595565903,0.00016799694525694995,0.0002213768066217712,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,17.850892794300552,-0.5168044104003933
203.5068275862,9.8770267933,0.96,0.02,0.02,0.027481469140184147,0.0006198236702478967,0.9823198416650417,0.010605934120664105,0.007074224214294191,0.314892601476675,0.2915154297204011,0.3935919688029239,0.026995592414508423,0.0002914666512398567,0.00019441007443586926,0.00019517788798118098,0.0001806881635831918,0.00024395761868352395,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,17.742793403603756,-0.5554977468299498
203.5068275862,10.4493048993,0.96,0.02,0.02,0.027477277170568883,0.0006568856735552065,0.9809564228795897,0.011308410441455115,0.0077351666789551845,0.2996668613065775,0.29387043325121576,0.40646270544220675,0.026954011523712268,0.0003107243280584174,0.00021254131879820041,0.0001968468680315458,0.0001930392774841852,0.00026699952803947545,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,17.63493874747402,-0.593089416773747
203.5068275862,11.0215830054,0.96,0.02,0.02,0.027473026956050292,0.0006940922166920551,0.9796037304271518,0.01198839485462931,0.008407874718218836,0.2860407388175802,0.2954320410966687,0.4185272200857511,0.026912679692272564,0.00032935749500100564,0.00023098976877671985,0.00019853865047012742,0.00020505708028664512,0.00029049648593528263,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,17.527327726994613,-0.6295941305992514
203.5068275862,11.5938611115,0.96,0.02,0.02,0.02746871981916909,0.0007314441137549948,0.9782615191372314,0.012646397139036524,0.009092083723732141,0.2737780005002405,0.2963299165231756,0.429892082976584,0.026871591579055328,0.00034738033973413584,0.00024974790037962576,0.00020025330694151293,0.00021674877317038577,0.0003144420336430962,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,17.419959102800586,-0.66502670280234
203.5068275862,12.1661392175,0.96,0.02,0.02,0.027464357103810247,0.0007689422086607464,0.9769295333574981,0.013282946871644127,0.009787519770857749,0.2626867634407066,0.296669767451095,0.4406434691081984,0.026830741569389034,0.0003648075962737735,0.00026880793814744024,0.00020199094006603997,0.00022812190622671503,0.0003388293623679915,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,17.31283147662574,-0.6994019647076648
203.5068275862,12.7384173236,0.96,0.02,0.02,0.027459940178706822,0.0008065873712152584,0.9756075107484472,0.01389858897046211,0.01049390028109068,0.2526095569912918,0.29653864352407605,0.4508517994846323,0.026790123883049435,0.00038165442169732397,0.0002881618739600648,0.00020375167851745704,0.0002391843249438231,0.00036365136775397836,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,17.205943379684726,-0.7327348108733993
203.5068275862,13.3106954297,0.96,0.02,0.02,0.027455470423361376,0.0008443804941544007,0.9742951825435461,0.014493880927822668,0.011210936528631256,0.2434159417604804,0.2960088678736173,0.46057519036590217,0.0267497325679478,0.0003979363191335568,0.0003078015362800171,0.00020553567318877327,0.0002499441141292097,0.00038890070683641765,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,17.099293256361843,-0.765040124134142
203.5068275862,13.8829735357,0.96,0.02,0.02,0.027450949223011355,0.0008823224908851693,0.9729922754234495,0.015069389423773233,0.01193833515277724,0.2349969498999694,0.2951410041822195,0.469862045917811,0.02670956154703139,0.00041366904389378333,0.0003277186320861795,0.00020734309418615833,0.0002604095459724061,0.00041456985072660477,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,16.992879494254574,-0.7963327654492325
203.5068275862,14.4552516418,0.96,0.02,0.02,0.027446377962543254,0.0009204142937325445,0.9716985130091081,0.015625687254638313,0.012675799736253537,0.22726084317849987,0.2939861237248151,0.47875303309668515,0.026669604653689234,0.000428868518315298,0.0003479047905387207,0.00020917412846720152,0.00027058903043534414,0.00044065113482999897,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,16.886700443302683,-0.8266275465567574
203.5068275862,15.0275297479,0.96,0.02,0.02,0.02744175802096575,0.0009586568525482311,0.9704136172687939,0.016163350460484963,0.0134230322707211,0.22012983834159203,0.2925875593233131,0.4872826023350948,0.026629855665340315,0.00044355075214469366,0.00036835160348074286,0.00021102897797650155,0.00028049106871565617,0.0004671368058560733,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,56.55314330349872,63.65845399182276,3.87,16.78075443322474,-0.855939210960738
