T,P,z_carbon dioxide,z_argon,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_argon,x_hydrogen sulfide,y_carbon dioxide,y_argon,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_argon,rhoL3_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_argon,rhoV3_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_argon,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,5.0919644479,0.97,0.028501,0.001499,0.02777141128821512,0.00031970228714105865,0.9885986383760338,0.009851580419036957,0.0015497812049293696,0.4846760662365708,0.5151500487336373,0.00017388502979192867,0.027454779385310282,0.000273592291656002,4.303961124883913e-05,0.0001549520468983629,0.0001646946488009717,5.559144172407072e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,86.02971371321541,3.87,19.36051821559323,-0.28214768421595693
200.0,5.3535638088,0.97,0.028501,0.001499,0.02777076529051678,0.00033635769588368744,0.9876466730823308,0.010807984876580069,0.0015453420410891485,0.4623295072466284,0.5375046894825886,0.00016580327078300595,0.027427703948129167,0.00030014601127096007,4.291533111665488e-05,0.0001555080877965165,0.00018079383888104037,5.576920613055099e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,86.02971371321541,3.87,19.305315081552042,-0.3076063481229028
200.0,5.6151631696,0.97,0.028501,0.001499,0.02777011270246855,0.000353045264880366,0.9866936572926507,0.011764956082769312,0.0015413866245799464,0.4420628279039118,0.5577786497591397,0.00015852233694846555,0.02740059406582779,0.00032671415635809675,4.280448028266269e-05,0.00015606818817110019,0.00019692111114882836,5.5965560437425646e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,86.02971371321541,3.87,19.250137247347794,-0.3327837026501328
200.0,5.8767625304,0.97,0.028501,0.001499,0.027769453314469218,0.00036976502616394556,0.9857396954000243,0.012722500566506189,0.0015378040334695256,0.4235995225308161,0.5762485519758128,0.0001519254933709704,0.02737345245163008,0.0003532968855249018,4.270397731423445e-05,0.00015663228853164207,0.00021307656089827217,5.617673403128721e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,86.02971371321541,3.87,19.194983618855694,-0.3576811407923941
200.0,6.1383618913,0.97,0.028501,0.001499,0.027768786965613784,0.00038651702724591604,0.9847848610282937,0.013680624192572363,0.0015345147791339835,0.4067099847505865,0.5931440966508333,0.00014591859858015865,0.02734628101285626,0.00037989433876016405,4.2611613997357476e-05,0.00015720033425702855,0.0002292602929659444,5.6400022943093064e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,86.02971371321541,3.87,19.139853455092233,-0.3823001098902914
200.0,6.3999612521,0.97,0.028501,0.001499,0.027768113527711386,0.00040330132838362043,0.983829207332813,0.01463933225831809,0.0015314604088688762,0.39120197543850993,0.608657599935885,0.00014042462560491626,0.027319081121095854,0.0004065066401188642,4.252576649666625e-05,0.0001577722763606475,0.0002454724185849286,5.6633438044235285e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,86.02971371321541,3.87,19.084746248615097,-0.40664206592084184
200.0,6.6615606129,0.97,0.028501,0.001499,0.027767432895679844,0.0004201180004554321,0.9828727737056091,0.015598629314446688,0.0015285969799443363,0.376913323228732,0.6229512969885646,0.00013537978270341958,0.02729185378886122,0.0004331338927534829,4.244521406514323e-05,0.00015834807169986685,0.0002617130532719538,5.687548361145153e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,86.02971371321541,3.87,19.029661657649047,-0.43070857218774705
200.0,6.9231599737,0.97,0.028501,0.001499,0.027766744979232028,0.0004369671232679909,0.9819155889467313,0.016558520234822252,0.0015258908184465516,0.36370627003308453,0.6361629992728397,0.00013073069407571155,0.02726459974941631,0.0004597762085937627,4.236902122195704e-05,0.00015892768253088804,0.0002779823157217897,5.7125015313091454e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,86.02971371321541,3.87,18.9745994327009,-0.4545009310007515
200.0,7.1847593346,0.97,0.028501,0.001499,0.027766049700923747,0.00045384878424922114,0.9809576754402278,0.017519008871923907,0.0015233156878482086,0.3514630469877039,0.6484105207210287,0.00012643229126739236,0.027237319570775992,0.00048643367104876325,4.2296459098990205e-05,0.0001595110765838963,0.00029428032652364326,5.738114168154944e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,86.02971371321541,3.87,18.919559420367914,-0.4780207287267437
200.0,7.4463586954,0.97,0.028501,0.001499,0.027765346991567512,0.00047076307736612503,0.9799990501660292,0.018480098992213204,0.001520850841757605,0.3400823771119201,0.6597951766676395,0.00012244622044033335,0.027210013679266377,0.0005131063609573167,4.2226951343817436e-05,0.00016009822640719454,0.0003106072077993841,5.764315954634225e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,86.02971371321541,3.87,18.864541519244394,-0.5012694785454102
200.0,7.7079580562,0.97,0.028501,0.001499,0.027764636788451084,0.00048771010225999326,0.9790397262299784,0.01944179411048021,0.0015184796595413817,0.3294766876455308,0.670404572744613,0.00011873960985620318,0.027182682400239935,0.0005397943519933304,4.216003621781732e-05,0.00016068910902388567,0.00032696308272884227,5.7910507265280555e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,86.02971371321541,3.87,18.8095456701942,-0.5242486706229741
200.0,7.9695574171,0.97,0.028501,0.001499,0.027763919033794267,0.0005046899635498691,0.9780797138049887,0.020404097525737106,0.001516188669274219,0.3195698690052675,0.6803148468883267,0.00011528410640577985,0.027155325982678377,0.0005664977116622069,4.209533945368569e-05,0.00016128370553990492,0.0003433480752785044,5.818273145981227e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,86.02971371321541,3.87,18.75457184570764,-0.5469599104611156
200.0,8.2311567779,0.97,0.028501,0.001499,0.0277631936736166,0.0005217027702540735,0.9771190208125465,0.021367012351679763,0.0015139668357737148,0.3102954594082108,0.6895924854790426,0.0001120551127466515,0.027127944616993336,0.0005932165021462433,4.203255447701814e-05,0.000161882000770524,0.00035976231002080847,5.845946274106063e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,86.02971371321541,3.87,18.699620042252505,-0.5694047038475567
200.0,8.4927561387,0.97,0.028501,0.001499,0.027762460656895853,0.0005387486353140154,0.9761576534251221,0.02233054154142948,0.0015118050334484295,0.30159516377713935,0.6982958050460502,0.00010903117681049998,0.027100538448142728,0.0006199507809911144,4.1971427762009145e-05,0.0001624839829022408,0.0003762059120140613,5.874039771333799e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,86.02971371321541,3.87,18.64469027470802,-0.5915846218510445
200.0,8.7543554995,0.97,0.028501,0.001499,0.02776171993493016,0.0005558276752002098,0.9751956164401417,0.023294687909549826,0.0015096956503084335,0.2934176372576283,0.7064761692437979,0.00010619349857382662,0.027073107585382786,0.0006467006017165259,4.191174783084499e-05,0.00016308964317964601,0.00039267900673513014,5.902528543366685e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,86.02971371321541,3.87,18.58978257222216,-0.6135012200972447
200.0,9.0159548604,0.97,0.028501,0.001499,0.027760971460850967,0.0005729400095833752,0.9742329135637225,0.02425945414969175,0.0015076322865856507,0.28571747982451307,0.7141789946473329,0.00010352552815385361,0.027045652109664187,0.0006734660143054152,4.1853336881361735e-05,0.00016369897562879432,0.0004091817200374882,5.9313917092592865e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,86.02971371321541,3.87,18.534896975131414,-0.6351560731501813
200.0,9.2775542212,0.97,0.028501,0.001499,0.02776021518924464,0.0005900857610582102,0.9732695476272641,0.025224842850135046,0.0015056095226006938,0.2784544004439975,0.7214445869202363,0.00010101263576627876,0.027018172079271638,0.0007002470656346279,4.179604433837115e-05,0.0001643119768060039,0.00042571417813415375,5.960611805264039e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,86.02971371321541,3.87,18.48003353262041,-0.6565507635656758
200.0,9.539153582,0.97,0.028501,0.001499,0.027759451075855812,0.0006072650549123916,0.9723055207550282,0.026190856506971293,0.0015036227380004446,0.2715925183579383,0.7283088398032885,9.864183877322757e-05,0.026990667534183714,0.0007270437998400295,4.1739741832067706e-05,0.00016492864557442815,0.00044227650759632426,5.990174163928332e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,86.02971371321541,3.87,18.425192300932075,-0.6776868794554431
200.0,9.8007529428,0.97,0.028501,0.001499,0.027758679077352962,0.0006244780189285296,0.9713408344952962,0.027157497535127702,0.0015016679695761671,0.26509977595221573,0.7348038224733098,9.640157447445599e-05,0.026963138499483143,0.0007538562586216139,4.168431924820506e-05,0.00016554898290503672,0.00045886883535924345,6.020066424939938e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,86.02971371321541,3.87,18.370373341999642,-0.6985660146004413
200.0,10.0623523037,0.97,0.028501,0.001499,0.02775789915088592,0.0006417247832184652,0.9703754897874166,0.028124768414467396,0.0014997417981159637,0.25894744295118144,0.7409582755387647,9.428151005387159e-05,0.026935584984010642,0.0007806844852908077,4.162968158447123e-05,0.0001661729916928228,0.0004754912887440416,6.05027816008303e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,86.02971371321541,3.87,18.315576718947575,-0.7191896901442334
203.3690344828,2.9361899908,0.97,0.028501,0.001499,0.02754357697846479,0.0001816822651068958,0.995730449987799,0.0003909337382043399,0.0038786162739966453,0.9632327967965596,0.03589405105608144,0.0008731521473590547,0.027425978299040327,1.0767713511710236e-05,0.00010683096591275288,0.00017500231634724923,6.521312499731442e-06,1.5863625991514314e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,19.143264312620467,-0.015496300541151697
203.3690344828,3.2023241321,0.97,0.028501,0.001499,0.027539595397030915,0.00019811575430233352,0.9968118682407774,0.0013248667348572886,0.0018632650243651514,0.8881563682098084,0.11145655626559417,0.0003870755245975311,0.0274517955383095,3.648629383295516e-05,5.131356488845522e-05,0.00017595776882630725,2.2081299716498667e-05,7.668575952761133e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,19.06576690639308,-0.03751095444193098
203.3690344828,3.4684582733,0.97,0.028501,0.001499,0.027538624260363326,0.0002145707127891208,0.9960201455504413,0.0022738803853814783,0.001705974064177209,0.8229266612172318,0.1767442156614724,0.00032912312129572776,0.027429024544065993,6.261953754603068e-05,4.698017875130111e-05,0.00017657596027055277,3.7924132335836216e-05,7.062018273180458e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,19.00993550000976,-0.06207933131140564
203.3690344828,3.7345924146,0.97,0.028501,0.001499,0.027537807052695477,0.00023105870392776978,0.9951283156573723,0.0032240139672660554,0.0016476703753617505,0.7668219191074817,0.23288117346264692,0.00029690742987150006,0.027403651549246556,8.878227456576791e-05,4.537322888315422e-05,0.00017718087877237982,5.380922210945733e-05,6.8603045932634e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,18.95527696048,-0.08652960901798323
203.3690344828,4.0007265558,0.97,0.028501,0.001499,0.027537027287158528,0.00024757967462855077,0.994208485831275,0.004174739779976479,0.0016167743887485564,0.7180956312995854,0.2816308845485992,0.0002734841518152948,0.027377546203460383,0.00011495992323799848,4.452116046014805e-05,0.00017778588274933513,6.972608276189314e-05,6.770911732249587e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,18.900957735108438,-0.11075556008146492
203.3690344828,4.2668606971,0.97,0.028501,0.001499,0.02753625889473099,0.0002641333362244347,0.9932767282571267,0.0051259632961725195,0.0015973084467008297,0.6753935641692327,0.32435169579611384,0.000254740034653582,0.0273511251433996,0.00014114985240829513,4.398389892309467e-05,0.00017839395536853125,8.567209552068049e-05,6.728533522297872e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,18.846792005951706,-0.13473843771152616
203.3690344828,4.5329948383,0.97,0.028501,0.001499,0.027535492724151605,0.0002807194390251098,0.9923386416303375,0.006077666405186494,0.0015836919644761293,0.6376690011362821,0.36209195753156526,0.0002390413321525011,0.027324533446506646,0.00016735153907983336,4.360773856512982e-05,0.00017900608428267922,0.00010164625119376488,6.710354866566505e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,18.79271506988987,-0.15846841131345712
203.3690344828,4.7991289796,0.97,0.028501,0.001499,0.02753472471367945,0.0002973377950148803,0.9913966813971566,0.007029850396666231,0.00157346820617717,0.6041029838696953,0.39567147036047445,0.00022554576983028026,0.02729783470432608,0.00019356499545055496,4.332501390281539e-05,0.000179622649185725,0.00011764808254727905,6.706328187626925e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,18.738698612688754,-0.18194565612748903
203.3690344828,5.0652631208,0.97,0.028501,0.001499,0.027533952769932663,0.00031398827060633423,0.9904520905926686,0.007982522474720795,0.0015653869326106376,0.574046252331642,0.4257400028184019,0.00021374484995624181,0.027271061083259603,0.00021979039680388837,4.310128986917106e-05,0.00018024379001765962,0.00013367736721288587,6.711337578877076e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,18.684728358652446,-0.20517027540201482
203.3690344828,5.3313972621,0.97,0.028501,0.001499,0.027533175693818676,0.0003306707768231809,0.9895055639099528,0.008935691298228077,0.0015587447918190753,0.5469777022328342,0.45281899879029963,0.0002032989768662655,0.027244230541143857,0.0002460279584598403,4.2917194214979415e-05,0.0001808695417022898,0.0001497340100902834,6.72250306077259e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,18.630796385534982,-0.22814302048373136
203.3690344828,5.5975314033,0.97,0.028501,0.001499,0.027532392741038757,0.00034738526060471724,0.9885575187271214,0.009889365490516144,0.0015531157823623824,0.5224743557911973,0.47733167861128417,0.000193965597518472,0.02721735385270188,0.00027227789464456586,4.276099369230679e-05,0.00018149989024580682,0.0001658179895692681,6.738078964230409e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,18.5768979842115,-0.25086492473004185
203.3690344828,5.8636655446,0.97,0.028501,0.001499,0.02753160341887265,0.00036413169783198796,0.9876082200492885,0.0108435531314616,0.0015482268192498598,0.5001893548732936,0.49962508189911015,0.00018556322759626017,0.027190437847615725,0.00029854040446687544,4.262516679004977e-05,0.00018213479902749914,0.000181929329351369,6.756945311980982e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,18.523030209910722,-0.27333715045978124
203.3690344828,6.1297996858,0.97,0.028501,0.001499,0.02753080738315327,0.0003809100878699325,0.986657843607685,0.011798261617764039,0.0015438947745509612,0.47983560376944046,0.5199864447756142,0.00017795145494541706,0.02716348704544054,0.000324815668054712,4.2504669658019356e-05,0.00018277422199493968,0.000198068082370653,6.778350433984115e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,18.469191150124587,-0.29556092405355017
203.3690344828,6.3959338271,0.97,0.028501,0.001499,0.027530004382131334,0.0003977204493041493,0.9857065100782187,0.012753497665104042,0.0015399922566772105,0.4611734470033074,0.5386555341052105,0.00017101889148208693,0.027136504541948745,0.000351103846607816,4.2395993574771926e-05,0.00018341811054929872,0.00021423432104449082,6.801771035975316e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,18.41537952750321,-0.31753750379617074
203.3690344828,6.6620679684,0.97,0.028501,0.001499,0.02752919422405985,0.0004145628166098324,0.9847543047308055,0.013709267363017554,0.0015364279061768347,0.4440012702854825,0.5558340542702375,0.00016467544428003182,0.027109492517913364,0.00037740508390607505,4.229662224040769e-05,0.0001840664171878931,0.00023042813110593207,6.82683160072055e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,18.361594471836295,-0.3392681645929443
203.3690344828,6.9282021096,0.97,0.028501,0.001499,0.02752837675755778,0.00043143723751125807,0.9838012892575178,0.01466557624414252,0.0015331344983397107,0.42814824808770924,0.5716929048053216,0.00015884710696903784,0.02708245254525203,0.0004037195082154445,4.22047040903049e-05,0.00018471909740024606,0.0002466496075539946,6.853255701737699e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,18.307835382943544,-0.36075419213310767
203.3690344828,7.1943362509,0.97,0.028501,0.001499,0.027527551859225428,0.00044834377089779143,0.9828475091777107,0.015622429354639696,0.001530061467649645,0.41346868770489703,0.5863778399856268,0.000153472309476164,0.02705538577859997,0.00043004723422692987,4.2118846398528175e-05,0.00018537611059377482,0.00026289885195005766,6.880835395893622e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,18.254101844897665,-0.3819968802625695
203.3690344828,7.4604703921,0.97,0.028501,0.001499,0.027526719426173102,0.00046528248515778474,0.9818929989396559,0.01657983101095821,0.001527170049385934,0.39983757508780726,0.6000139256352884,0.00014849927690440537,0.02702829308833559,0.0004563883563720106,4.2037981465501526e-05,0.00018603742059631733,0.00027917597044886525,6.909411260221576e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,18.200393578236177,-0.4029977085168355
203.3690344828,7.7266045334,0.97,0.028501,0.001499,0.027525879368270653,0.0004822534567821064,0.9809377839521649,0.01753778602333949,0.001524430024495626,0.38714703355779606,0.6127090823668553,0.00014388407534874568,0.02700117510884603,0.00048274298246498587,4.196127695963648e-05,0.0001867029952161853,0.0002954810729732083,6.938859271282967e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,18.146710374242293,-0.4237576236710012
203.3690344828,7.9927386746,0.97,0.028501,0.001499,0.027525031607686448,0.0004992567693336205,0.9799818844216637,0.018496298087390724,0.0015218174909455945,0.3753034879138166,0.6245569229656015,0.0001395891205819451,0.02697403234366642,0.0005091111894806201,4.1888074539407574e-05,0.00018737280689549155,0.00031181427162475306,6.969081337586311e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,18.093052110887715,-0.44427811068133494
203.3690344828,8.2588728159,0.97,0.028501,0.001499,0.027524176074164183,0.0005162925125045757,0.9790253158318666,0.019455370874804246,0.001519313293329278,0.3642253711885674,0.6356390467743845,0.00013558203704807596,0.026946865174020493,0.0005354930535462777,4.1817846597413304e-05,0.00018804683200885716,0.0003281756805051605,6.99999905580396e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,56.55314330349872,86.0193963314027,3.87,18.039418709442014,-0.46456048499448244
