T,P,z_carbon dioxide,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_carbon monoxide,rhoL3_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_carbon monoxide,rhoV3_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_carbon monoxide,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,4.2411384394,0.95,0.01,0.04,0.027819727265148517,0.000265455332905717,0.956254297511947,0.0031953293699409796,0.040550373118112125,0.5557925473211734,0.4388973893982494,0.005310063280577105,0.026602733752908555,8.88931915940769e-05,0.0011281003206458893,0.00014753809567565857,0.00011650765261416239,1.4095846158960192e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,86.02971371321541,3.87,20.033990870063594,-0.2476958612302198
200.0,4.4526113505,0.95,0.01,0.04,0.027817927413165286,0.00027881175356694486,0.9559575333455586,0.003545931647929179,0.04049653500651226,0.5309248434075295,0.46400328431548216,0.005071872276988329,0.02659275727267528,9.864046919413946e-05,0.001126529671295865,0.00014802808660270892,0.00012936956936082127,1.4140976034146894e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,86.02971371321541,3.87,19.99276603810213,-0.2680030387959391
200.0,4.6640842616,0.95,0.01,0.04,0.027816137035723998,0.0002921874009692831,0.9556535963414406,0.003896570953939997,0.040449832704619375,0.508303365104745,0.48684056451043134,0.004856070384823702,0.026582591394515978,0.00010838755162421674,0.0011251580895838028,0.00014851983915389606,0.00014224867923072154,1.418882584665544e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,86.02971371321541,3.87,19.951639999252144,-0.2881203568780357
200.0,4.8755571727,0.95,0.01,0.04,0.02781435357462494,0.0003055822618727661,0.9553442697583086,0.0042472431883773575,0.04040848705331411,0.4876381751934156,0.5077022600618497,0.004659564744734673,0.026572283304549464,0.00011813432375894518,0.001123935946316533,0.00014901357655111211,0.00015514480498761535,1.4238803340386193e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,86.02971371321541,3.87,19.910591962593344,-0.30804636351054526
200.0,5.0870300838,0.95,0.01,0.04,0.0278125752550247,0.000318996331581587,0.9550307896660533,0.004597945670966469,0.04037126466298035,0.4686870292156351,0.5268331395348337,0.0044798312495310825,0.02656186570845277,0.00012788070999226995,0.0011228288365796603,0.0001495094429796597,0.0001680578388672223,1.4290497347049724e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,86.02971371321541,3.87,19.869607551188004,-0.3277803627174407
200.0,5.2985029949,0.95,0.01,0.04,0.027810800806913193,0.0003324296127665412,0.9547140398262512,0.004948676585514836,0.04033728358823396,0.45124600129239,0.5444392165951126,0.004314782112497258,0.02655136198917126,0.00013762665877758843,0.0011218121589643435,0.00015000753347207935,0.00018098771794763236,1.434361346829462e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,86.02971371321541,3.87,19.828676514902767,-0.34732214003457074
200.0,5.509975906,0.95,0.01,0.04,0.027809029297577892,0.0003458821143869366,0.9543946688443914,0.005299434656276431,0.04030589649933216,0.43514222162783267,0.5606951071071808,0.004162671264986396,0.02654078930734583,0.0001473721336169909,0.0011208678566150703,0.00015050791167566373,0.0001939344091726416,1.4397935386312388e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,86.02971371321541,3.87,19.787791355987217,-0.36667180514752573
200.0,5.7214488171,0.95,0.01,0.04,0.02780726002666313,0.00035935385074210505,0.9540731635017703,0.005650218952618384,0.04027661754561129,0.4202281970245409,0.5757497782787956,0.00402202469666362,0.026530160541954815,0.0001571171076230396,0.0011199823770852758,0.00015101062079118078,0.00020689789988839838,1.4453300625259189e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,86.02971371321541,3.87,19.7469464691546,-0.3858296862975621
200.0,5.9329217282,0.95,0.01,0.04,0.027805492458136145,0.00037284484067867576,0.953749896264153,0.006001028767577708,0.040249074968269356,0.40637732907708946,0.5897310829888667,0.003891587934043979,0.026519485547521034,0.00016686156013794002,0.0011191453504771698,0.00015151569051517321,0.0002198781916802469,1.4509584832556843e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,86.02971371321541,3.87,19.706137584740993,-0.4047962688882407
200.0,6.1443946393,0.95,0.01,0.04,0.02780372617485119,0.00038635510692054735,0.9534251569862449,0.006351863540442457,0.040222979473312645,0.3934803470304013,0.6027493672879902,0.003770285681608439,0.02650877199306006,0.0001766054745784829,0.001118348707212645,0.00015202314154806476,0.00023287529624484372,1.4566691276388372e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,86.02971371321541,3.87,19.665361397332468,-0.42357215312653906
200.0,6.3558675504,0.95,0.01,0.04,0.027801960847411034,0.00039988467550684716,0.953099174622246,0.006702722806453008,0.04019810257130104,0.3814424455887873,0.6149003640912512,0.0036571903199614903,0.026498025936547456,0.00018634883703605554,0.0011175860738275244,0.00015253298857881043,0.00024588923256367215,1.4624543643645831e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,86.02971371321541,3.87,19.624615311628386,-0.4421580231138478
200.0,6.5673404615,0.95,0.01,0.04,0.02780019621233683,0.0004134335753331334,0.952772132433582,0.007053606163693987,0.040174261402723954,0.37018097084242674,0.6262675321666729,0.0035514969909004215,0.026487252227300154,0.0001960916353552413,0.0011168523496814361,0.00015304524229567488,0.00025892002493872567,1.468308098732826e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,86.02971371321541,3.87,19.583897264525426,-0.4605546275748331
200.0,6.7788133726,0.95,0.01,0.04,0.027798432056454245,0.00042700183775751455,0.9524441788580635,0.007404513250629449,0.040151307891307136,0.3596235359626632,0.6369239603697564,0.0034525036675804046,0.026476454793551235,0.00020583385850873792,0.0011161434043942765,0.0001535599107569128,0.00027196770158968036,1.474225410921392e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,86.02971371321541,3.87,19.54320559809172,-0.47876276663088646
200.0,6.9902862837,0.95,0.01,0.04,0.027796668205520125,0.00044058949627824497,0.9521154354181431,0.007755443731262171,0.04012912085059465,0.34970647651205616,0.6469339284345791,0.0033595950533648797,0.02646563685167245,0.00021557549618447555,0.001115455857663199,0.00015407700033168674,0.0002850322936542974,1.4802022922609159e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,86.02971371321541,3.87,19.502538967191008,-0.4967832781519128
200.0,7.2017591948,0.95,0.01,0.04,0.02779490451580719,0.0004541965862622972,0.9517860025687009,0.00810639728477402,0.040107600146524994,0.3403735761812137,0.6563541943595184,0.0032722294592678843,0.02645480106087886,0.00022531653849749256,0.0011147869164308368,0.00015459651635539722,0.00029811383445703355,1.4862354498663957e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,86.02971371321541,3.87,19.461896271247344,-0.5146170321875339
200.0,7.4132321059,0.95,0.01,0.04,0.02779314086778412,0.0004678231447131565,0.9514559640843262,0.00845737359841835,0.040086662317255516,0.3315750093540397,0.665235062621673,0.00318992802428727,0.026443949639289026,0.00023505697579231949,0.001114134252702776,0.00015511846358430114,0.00031121235896912466,1.492322159730697e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,86.02971371321541,3.87,19.421276603106236,-0.5322649246907325
200.0,7.6247050169,0.95,0.01,0.04,0.02779137716130565,0.0004814692100784843,0.9511253903943733,0.008808372362833335,0.040066237242793346,0.3232664586915126,0.673621275511602,0.003112265796885309,0.026433084452144102,0.00024479679851272223,0.0011134959106488208,0.00015564284651107155,0.00032432790341263204,1.4984601547806542e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,86.02971371321541,3.87,19.380679210183335,-0.5497278708992077
200.0,7.836177928,0.95,0.01,0.04,0.027789613311909538,0.0004951348220858034,0.9507943411491754,0.009159393268616164,0.04004626558220851,0.31540837489159723,0.6815527608002392,0.00303886430816355,0.02642220707968738,0.0002545359971065504,0.0011128702351156062,0.0001561696695863234,0.0003374605049609146,1.5046475385654574e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,86.02971371321541,3.87,19.340103464610454,-0.5670068032084679
200.0,8.0476508391,0.95,0.01,0.04,0.027787849247932657,0.0005088200216014181,0.950462867216235,0.009510436004100063,0.04002669677966495,0.3079653526145754,0.689065262035421,0.0029693853500037267,0.02641131886996257,0.0002642745619640436,0.0011122558160060413,0.00015669893736983663,0.00035061020151364974,1.5108827179318308e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,86.02971371321541,3.87,19.299548840035825,-0.5841026681321431
200.0,8.2591237502,0.95,0.01,0.04,0.02778608490824259,0.0005225248505111661,0.950131012248977,0.009861500253770316,0.040007487497252664,0.30090560186634585,0.6961908723999202,0.002903525733733969,0.026400420980304557,0.00027401248337391784,0.0011116514445641164,0.00015723065463318483,0.0003637770315280066,1.517164349974666e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,86.02971371321541,3.87,19.25901489341259,-0.601016424545211
203.5068275862,2.5499458111,0.95,0.01,0.04,0.027746345946109648,0.00015694814372075534,0.8544224092998395,4.106741367645397e-05,0.14553652328648395,0.9528219529768104,0.01029404004905286,0.0368840069741368,0.02370709975254184,1.1394706669788865e-06,0.0040381067229008265,0.00014954363681609522,1.6156304770859596e-06,5.788876427574165e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,20.85572027292655,-0.1703872019823791
203.5068275862,2.7616134239,0.95,0.01,0.04,0.027630321233519217,0.0001704475362564816,0.9346216826889178,9.177010487119887e-05,0.06528654720621099,0.9648976444328059,0.019598532983173267,0.015503822584020797,0.025823897324507065,2.5356374772249713e-06,0.0018038882715349263,0.00016446442623325438,3.340521661223276e-06,2.642588362003943e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,19.869032398165157,-0.08663383347584386
203.5068275862,2.9732810367,0.95,0.01,0.04,0.02759735883839619,0.00018360950438543462,0.9549031269802639,0.0003663121963147613,0.044730560823421334,0.9188491639233157,0.07120531464808151,0.009945521428602676,0.026352804251180948,1.0109249128579498e-05,0.0012344453380866652,0.00016870943959293097,1.3073972532143174e-05,1.826092260360457e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,19.58814270739405,-0.07689351051186222
203.5068275862,3.1849486496,0.95,0.01,0.04,0.02759206331722416,0.00019667146684585618,0.9568499315984489,0.0007095878926491887,0.042440480508901805,0.8625736264601346,0.12857447444007292,0.00885189909979246,0.02640146389774601,1.9578994063112076e-05,0.0011710204254150364,0.0001696436203784643,2.5286930487064184e-05,1.740915980327697e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,19.521998553290725,-0.09270999071684471
203.5068275862,3.3966162624,0.95,0.01,0.04,0.027589110646794975,0.0002097429082222124,0.9572666822025907,0.0010585888762272451,0.04167472892118208,0.8119624976026123,0.1798505624745477,0.008186939922840065,0.026410136413777596,2.9205525635699818e-05,0.001149768707381679,0.00017030337561454306,3.772238001881233e-05,1.7171525888570106e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,19.47376566581737,-0.11053039909045026
203.5068275862,3.6082838752,0.95,0.01,0.04,0.027586743630765343,0.0002228311442496388,0.9573014573148728,0.0014090141261106732,0.041289528559016506,0.7669349763433352,0.22539659336692508,0.007668430289739764,0.02640882988030345,3.887011146914201e-05,0.0011390436389927523,0.00017089699834365506,5.022538080992246e-05,1.708765096061301e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,19.430013909613624,-0.12871651814287333
203.5068275862,3.819951488,0.95,0.01,0.04,0.0275846076586712,0.0002359374689291848,0.9571853908616373,0.0017600034714970285,0.04105460566686564,0.7267454690362285,0.2660217802396408,0.0072327507241307515,0.026403583463530108,4.854900523914483e-05,0.001132475189901948,0.000171466486520161,6.276450550977667e-05,1.706476899247138e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,19.38804025021016,-0.14693927954766295
203.5068275862,4.0316191008,0.95,0.01,0.04,0.027582585741365434,0.00024906220076769374,0.9569946450178949,0.0021112771052046175,0.04089407787690055,0.690693640334134,0.3024517271468088,0.00685463251905713,0.026396386850233662,5.823448177808817e-05,0.0011279644093536848,0.00017202567811786933,7.532929278917422e-05,1.7072298606501692e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,19.346954238656373,-0.16509125485369225
203.5068275862,4.2432867136,0.95,0.01,0.04,0.02758062819547966,0.00026220540978405034,0.9567615342941903,0.0024627186454017403,0.04077574706040787,0.658187889694026,0.3352915510529918,0.006520559252982266,0.026388084149104724,6.79233273089007e-05,0.001124620719066032,0.0001725804253321214,8.791525854097955e-05,1.7097259109493961e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,19.30637821718596,-0.18312765224417404
203.5068275862,4.4549543264,0.95,0.01,0.04,0.027578710353410245,0.00027536709143850417,0.9565020883006778,0.0028142719033830694,0.040683639795939086,0.6287374687739705,0.3650405793136479,0.006221951912381668,0.026379094045676423,7.761398967914222e-05,0.0011220023180546783,0.0001731336080546956,0.00010052016258262582,1.7133208011827788e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,19.266124954218014,-0.20102686139925652
203.5068275862,4.6666219392,0.95,0.01,0.04,0.02757681858541974,0.0002885472201802063,0.9562251566139416,0.0031659067489274357,0.04060893663713107,0.6019354347797676,0.39211178346611963,0.00595278175411278,0.026369647670757244,8.730563607352789e-05,0.0011198652785889686,0.00017368679643366583,0.00011314276511905181,1.717658627488695e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,19.226091169568083,-0.21878013002254804
203.5068275862,4.878289552,0.95,0.01,0.04,0.0275749447447184,0.00030174576744880266,0.9559360217086175,0.0035176062450489863,0.04054637204633357,0.5774427409452391,0.4168487225968623,0.005708536457898659,0.026359882978101053,9.699779784090216e-05,0.0011180639687764428,0.0001742409030242613,0.00012578233771004326,1.7225267144981004e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,19.186215265377903,-0.23637604273601198
203.5068275862,5.0899571648,0.95,0.01,0.04,0.027573083665497034,0.0003149627091954717,0.9556380312423606,0.003869359892899412,0.040492608864740105,0.5549752063871144,0.4395390959927292,0.005485697620156305,0.026349887389376478,0.00010669018405883413,0.0011165060920617258,0.00017479649454000157,0.00013843842447119848,1.7277901842715814e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,19.14645826573495,-0.25381313708631836
203.5068275862,5.3016247776,0.95,0.01,0.04,0.027571231911912467,0.00032819802752249115,0.9553334090407744,0.004221161134037951,0.040445429825187666,0.5342930740982422,0.46042548244187925,0.005281443459878525,0.026339718973861125,0.00011638261256411178,0.0011151303254872305,0.00017535393303797132,0.00015111073515851616,1.7333593260036931e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,19.10679431927812,-0.27108923432815146
203.5068275862,5.5132923904,0.95,0.01,0.04,0.02756938710997431,0.00034145171119981935,0.955023690027905,0.004573005683823061,0.040403304288272046,0.5151927843562835,0.4797137512115305,0.005093464432186078,0.026329417809575425,0.00012607496395343078,0.0011138943364454573,0.0001759134578162525,0.0001637990812372615,1.7391721463053528e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,19.067205618497947,-0.28820309643330333
203.5068275862,5.7249600032,0.95,0.01,0.04,0.02756754756664271,0.00035472375533137203,0.9547099677191062,0.004924890657667898,0.040365141623225916,0.49750045849856755,0.49757970063342927,0.0049198408680032266,0.026319012447444386,0.00013576715746577408,0.00111276796173255,0.0001764752309176913,0.0001765033399853499,1.7451844283308615e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,19.027679507214046,-0.30515408766368424
203.5068275862,5.936627616,0.95,0.01,0.04,0.027565712041951494,0.0003680141607732432,0.9543930422026956,0.005276814059888017,0.040330143737416405,0.48106671730902706,0.5141743250946955,0.004758957596277316,0.026308523776201565,0.00014545913687379406,0.001111729128876134,0.0001770393642464206,0.00018922343274087308,1.7513637859494472e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,18.988206751486757,-0.32194196674343445
203.5068275862,6.1482952288,0.95,0.01,0.04,0.027563879606936265,0.00038132293349009465,0.9540735123483379,0.005628774472729334,0.040297713178932736,0.4657625355545882,0.529628022413695,0.004609442031716786,0.026297967430536407,0.00015515086190090753,0.0011107613144989508,0.00017760593636746008,0.00020195931116534778,1.7576859572867868e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,18.9487804625644,-0.338566762034997
203.5068275862,6.3599628416,0.95,0.01,0.04,0.027562049551892755,0.00039465008393903066,0.9537518353110768,0.0059807708615163095,0.04026739382740683,0.4514759035872635,0.5440539784949193,0.004470117917817139,0.026287355345052558,0.00016484230284362884,0.0011098519039965675,0.00017817500324716326,0.0002147109482803835,1.764132411483899e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,18.909395402085536,-0.35502868922659303
203.5068275862,6.5716304544,0.95,0.01,0.04,0.027560221325322418,0.0004079956265055363,0.953428366105838,0.0063328024490236084,0.040238831445138415,0.4381091210174433,0.5575509090395551,0.004339969943001542,0.026276696787717428,0.0001745334371046345,0.001108991100500358,0.0001787466053073016,0.00022747833244232454,1.7706887559101109e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,18.870047520206686,-0.3713280985070533
203.5068275862,6.7832980672,0.95,0.01,0.04,0.027558394492217676,0.000421359579016022,0.9531033846261625,0.0066848686329830515,0.0402117467408545,0.42557658848483715,0.5702052953590121,0.00421811615615078,0.026265999065395663,0.00018422424691639884,0.001108171179905617,0.0001793207721630458,0.0002402614632051798,1.7773436477963733e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,18.830733640396172,-0.38746544010549044
203.5068275862,6.99496568,0.95,0.01,0.04,0.027556568704896683,0.0004347419622990418,0.9527771145204821,0.007036968930619002,0.040185916548899,0.41380299456136466,0.5820932193131069,0.004103786125528432,0.02625526801673688,0.00019391471781082586,0.0011073859703489798,0.0001798975258608274,0.0002530603484051466,1.7840880330678125e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,18.79145123937886,-0.4034412366692486
203.5068275862,7.2066332929,0.95,0.01,0.04,0.027554743682191515,0.0004481427998178916,0.9524497366510267,0.007389102940954302,0.040161160408019037,0.40272181814693503,0.5932818784342423,0.003996303418822799,0.02624450836358985,0.0002036048375793233,0.0011066304810223426,0.00018047688313211924,0.00026587500208273936,1.7909146030330614e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,18.752198290307355,-0.41925606708501917
203.5068275862,7.4183009057,0.95,0.01,0.04,0.027552919194323705,0.0004615621173533598,0.9521213988659795,0.007741270318899719,0.04013733081512088,0.39227408440069916,0.6038308442063635,0.0038950713929373788,0.026233723966140782,0.00021329459555806046,0.0011059006326248643,0.00018105885697883726,0.0002787054429751558,1.7978173993666768e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,18.71297314896818,-0.4349105532403712
203.5068275862,7.6299685185,0.95,0.01,0.04,0.02755109505173362,0.00047499994272537344,0.9517922232116277,0.008093470756978681,0.04011430603139349,0.3824073256948303,0.6137931127477201,0.00379956155744945,0.026222918011204417,0.00022298398212394608,0.0011051930584052533,0.00018164345780280762,0.0002915516934003957,1.8047915221700194e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,18.673774469880712,-0.45040535406675275
203.5068275862,7.8416361313,0.95,0.01,0.04,0.027549271096706098,0.0004884563055589527,0.9514623113337475,0.008445703972601968,0.04009198469365046,0.3730747093304179,0.6232159867044983,0.0037093039650836785,0.02621209315323199,0.00023267298834373927,0.0011045049551303679,0.00018223069421701606,0.0003044137784309566,1.811832910979948e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,18.634601143496006,-0.4657411586324436
203.5068275862,8.0533037441,0.95,0.01,0.04,0.0275474471970079,0.0005019312370813387,0.9511317485772758,0.008797969699056017,0.04007028172366819,0.36423430168430937,0.6321418190989995,0.0036238792166910097,0.026201251621330298,0.0002423616057256211,0.00110383396995198,0.00018282057363186292,0.0003172917252712086,1.818938178267071e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,18.595452248572435,-0.4809186749356442
203.5068275862,8.2649713569,0.95,0.01,0.04,0.02754562324099622,0.0005154247699468694,0.9508006071361977,0.009150267678923256,0.04004912518487891,0.35584844457966874,0.6406086436555539,0.003542911764777227,0.026190395301484166,0.000252049826037885,0.0011031781134741676,0.00018341310268342706,0.00033018556278213994,1.8261044813023592e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,18.556327015625573,-0.49593862840588443
203.5068275862,8.4766389697,0.95,0.01,0.04,0.027543799133812073,0.0005289369380876724,0.9504689485002438,0.009502597659797829,0.04002845383995847,0.34788322442851455,0.6486507113011282,0.0034660642703571226,0.026179525800416287,0.0002617376411909041,0.0011025356922048847,0.00018400828754128502,0.00034309532112400946,1.8333294223777787e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,18.517224798544756,-0.5108017572812074
203.5068275862,8.6883065825,0.95,0.01,0.04,0.027541974794394006,0.0005424677765803338,0.9501368253758379,0.009854959390577954,0.04000821523358411,0.3403080184826065,0.6562989486961884,0.003393032821205115,0.026168644495726867,0.0002714250431350745,0.0011019052555320639,0.0001846061341387187,0.0003560210314712319,1.840610970383236e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,63.65845399182276,86.01888342988661,3.87,18.478145052364376,-0.5255088142332411
207.0136551724,3.0349715858,0.95,0.01,0.04,0.027505953875528562,0.00018471244609362213,0.8585027786910282,4.958077063786996e-05,0.14144764053833395,0.9528239925561867,0.010307112166169138,0.03686889527764419,0.023613937832688527,1.363766390278412e-06,0.0038906522764497577,0.00017599845036174444,1.9038519003744336e-06,6.8101438315032524e-06,18.26641916127417,0.027276397251355288,0.0002071056803225596,309.1473760575555,82.3795680252517,3.383449685749337,78.25854072839358,63.65845399182276,86.00351637581049,3.87,19.985321464282205,-0.1638245422815494
207.0136551724,3.2468175014,0.95,0.01,0.04,0.027397599350871143,0.00019814833050305666,0.9280854014292822,9.34131288919946e-05,0.0718211854418258,0.9653326292573917,0.01693117983478844,0.01773619090781992,0.025427311991751887,2.559295479494154e-06,0.0019677280636397625,0.00019127904886747832,3.354885017710348e-06,3.51439661786801e-06,18.26641916127417,0.027276397251355288,0.0002071056803225596,309.1473760575555,82.3795680252517,3.383449685749337,78.25854072839358,63.65845399182276,86.00351637581049,3.87,19.129071483755638,-0.09217138834241467
207.0136551724,3.4586634171,0.95,0.01,0.04,0.027354223568283556,0.00021125868875693956,0.9534199191834596,0.0003325371328072118,0.046247543683733086,0.9340242410618886,0.05516044035671416,0.01081531858139717,0.026080061623799194,9.096295075564471e-06,0.0012650656494087949,0.0001973207364339302,1.1653122301014805e-05,2.28483002199453e-06,18.26641916127417,0.027276397251355288,0.0002071056803225596,309.1473760575555,82.3795680252517,3.383449685749337,78.25854072839358,63.65845399182276,86.00351637581049,3.87,18.791941115486456,-0.07337868231415001
