T,P,z_carbon dioxide,z_hydrogen,z_nitrogen,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_nitrogen,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_nitrogen,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_nitrogen,rhoL4_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_nitrogen,rhoV4_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,5.6125828298,0.99,0.002732,0.003769,0.003499,0.027780439744516862,0.0003484531009656613,0.9936798450425844,0.0007120895101889155,0.0020879389718404732,0.003520126475386128,0.44258756379047975,0.3032131641133841,0.2538430390403438,0.0003562330557923826,0.02760486306054637,1.9782159730505693e-05,5.800386279744276e-05,9.779066144254285e-05,0.00015422100905163012,0.00010565556728891867,8.845239411215522e-05,1.2413051295732915e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.778601443856953,-0.31904812190153464,-0.3745842720813286
200.0,5.9336217734,0.99,0.002732,0.003769,0.003499,0.02778088709381651,0.0003682693192758612,0.9934469054889328,0.0007997364008422643,0.002235241816766468,0.0035181162934584155,0.4200778200059788,0.3222185325698298,0.25736539542735154,0.00033825199683991695,0.027598836315089442,2.221738665661413e-05,6.209700053896655e-05,9.773639153148448e-05,0.00015470177281648955,0.00011866319964755813,9.477977897919359e-05,1.2456783261993696e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.76451145038765,-0.3449627214807194,-0.4051301901712101
200.0,6.2546607169,0.99,0.002732,0.003769,0.003499,0.027781406523444793,0.0003880818714530168,0.993220463345409,0.0008899714284822609,0.002373228601187473,0.003516336624921204,0.399859703596024,0.34027823809947244,0.25953994307924527,0.000322115225258228,0.027593061459603007,2.4724658048916562e-05,6.593162854265541e-05,9.768877725021378e-05,0.0001551783020901936,0.0001320558154563785,0.00010072274682700297,1.250070794417232e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.75094034784768,-0.3700512709222288,-0.43471354598924705
200.0,6.5756996604,0.99,0.002732,0.003769,0.003499,0.027781993962890886,0.00040789036231412754,0.993000195451947,0.0009826470474245945,0.002502419557128419,0.003514737943500042,0.3815995125668017,0.35747795108425706,0.2606149859228042,0.00030755042613699653,0.02758752543519546,2.729989433920264e-05,6.952220502876182e-05,9.76464283274617e-05,0.0001556507634397672,0.00014581181098706958,0.00010630234103254385,1.2544685474688385e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.737858647623728,-0.3943628207085048,-0.4633911410206153
200.0,6.896738604,0.99,0.002732,0.003769,0.003499,0.027782645322770732,0.0004276945136652473,0.9927857615171176,0.0010776143161519542,0.0026233397028399092,0.0035132844638904545,0.3650253863376715,0.373886905851814,0.2607933709686686,0.0002943368418459438,0.027582214693726927,2.993897634038987e-05,7.288331652514397e-05,9.760833617826921e-05,0.0001561193550851594,0.0001599093783640957,0.00011153989396356514,1.2588625242706573e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.725236796354178,-0.4179459795061824,-0.49121935529783656
200.0,7.2177775475,0.99,0.002732,0.003769,0.003499,0.027783356556228336,0.00044749414431150003,0.992576814958476,0.0011747254187402425,0.00273651003085657,0.003511949591927145,0.3499136223361215,0.38956235522896226,0.26024172892041947,0.0002822935144967363,0.027577115559436816,3.2637815164524795e-05,7.602943390698349e-05,9.757374772001248e-05,0.00015658429701024008,0.00017432687280915707,0.00011645664979738846,1.2632469471440304e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.713045605653747,-0.4408482594583063,-0.5182533718703048
200.0,7.5388164911,0.99,0.002732,0.003769,0.003499,0.02778412371045708,0.00046728915217117694,0.9923730108865214,0.001273835719964046,0.0028424403109232124,0.0035107130825912086,0.33607846813204406,0.4045527523329008,0.2590975088954404,0.0002712706396148091,0.027572214501389882,3.539240923028021e-05,7.897471323828062e-05,9.754208659863426e-05,0.00015704582243641077,0.00018904311264615733,0.00012107345526141433,1.26761827194537e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.701256612276715,-0.4631155640696747,-0.5445465669263783
200.0,7.8598554346,0.99,0.002732,0.003769,0.003499,0.027784942967483975,0.0004870794985361839,0.9921740119541681,0.0013748053647685908,0.0029416234795576514,0.0035095592015057728,0.3233644019860209,0.418900023153816,0.2574744317619411,0.0002611430982218947,0.027567498335966324,3.8198888651486296e-05,8.173284061132111e-05,9.751290225484649e-05,0.00015750417076380405,0.00020403761321455654,0.0001254105171084952,1.2719744932810587e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.689842362258833,-0.4847918008736123,-0.570150047182775
200.0,8.1808943781,0.99,0.002732,0.003769,0.003499,0.027785810674517183,0.0005068651944537016,0.9919794925446116,0.0014775004568258877,0.0030345314998307797,0.0035084754987316567,0.3116402224324904,0.4326411872725782,0.2554667847486034,0.0002518055463279885,0.027562954372848208,4.105354796487676e-05,8.431691774015672e-05,9.748583596394006e-05,0.00015795958194283907,0.0002192907595155957,0.0001294872215280628,1.2763146720405647e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.67877662109141,-0.5059186175836743,-0.595112331453258
200.0,8.5019333217,0.99,0.002732,0.003769,0.003499,0.02778672336482179,0.0005266462891397001,0.9917891416442789,0.0015817938657991673,0.0031216125213366316,0.0035074519685854163,0.30079447137095205,0.44580951110103556,0.2531528488902163,0.00024316863779624582,0.02755857051510363,4.395286856913351e-05,8.673938358254483e-05,9.746059756648258e-05,0.00015841229214124967,0.0002347839246845443,0.00013332200845317564,1.2806386073054868e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.668034516830044,-0.5265352398584646,-0.6194791520174263
200.0,8.8229722652,0.99,0.002732,0.003769,0.003499,0.02778767777042692,0.0005464228602839583,0.991602664675351,0.0016875657198082356,0.003203289144921512,0.0035064804599192986,0.2907318527058943,0.4584353266614037,0.25059766454785576,0.00023515608484626932,0.02755433532229535,4.6893532438449815e-05,8.901196656458536e-05,9.743694912853586e-05,0.00015886253053120923,0.00025049954244953494,0.00013693229264271923,1.2849466049487566e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.657592625454747,-0.5466783863501448,-0.6432933486294949
200.0,9.1440112088,0.99,0.002732,0.003769,0.003499,0.02778867082807583,0.0005661950060512499,0.9914197845144127,0.0017947036400508076,0.003279957592410877,0.003505554253125571,0.2813704030191525,0.4705466120484616,0.24785528258617437,0.0002277023462114807,0.027550238044312888,4.9872428687321385e-05,9.114566186555398e-05,9.741469321006772e-05,0.0001593105170400717,0.00026642114185617386,0.00014033442322371325,1.289239312910931e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.6474290085751,-0.5663822758051715,-0.6665948670643971
200.0,9.4650501523,0.99,0.002732,0.003769,0.003499,0.02778969967979752,0.0005859628385910504,0.9912402418845393,0.0019031027719730934,0.0033519875927788645,0.0035046677507087095,0.2726392363451271,0.48216940322046153,0.24497060964312573,0.00022075079128564386,0.0275462686325012,5.2886654492922445e-05,9.315072853373208e-05,9.739366426966653e-05,0.00015975646084008695,0.0002825333521928144,0.0001435436737978661,1.293517602829564e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.63752321334186,-0.5856786876740152,-0.6894208209852231
200.0,9.7860890958,0.99,0.002732,0.003769,0.003499,0.02779076166935839,0.0006057264788441908,0.9910637952773345,0.0020126656610435154,0.003419722814757689,0.0035038162468643617,0.26447673178638326,0.4933280871021221,0.24198092888205358,0.0002142522294409434,0.027542417733682194,5.593351170616199e-05,9.503670172019836e-05,9.737372224983327e-05,0.00016020055948118538,0.0002988218851153087,0.00014657425599917285,1.297782485237803e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.62785624347618,-0.6045968884982003,-0.7118054269889456
200.0,10.1071280394,0.99,0.002732,0.003769,0.003499,0.027791854335688076,0.000625486052449585,0.9908902205319146,0.002123302015015781,0.0034834816999856,0.0035029957530839637,0.25682906573248915,0.5040456120077895,0.2389171585375272,0.00020816372219405652,0.027538676671680803,5.9010500311991556e-05,9.681241598703487e-05,9.735474770824347e-05,0.0001606429984793296,0.0003152735001092874,0.00014943935035610957,1.302035048583725e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.6184105092343,-0.6231639918300935,-0.7337803785431127
200.0,10.4281669829,0.99,0.002732,0.003769,0.003499,0.027792975404198693,0.0006452416865727968,0.9907193101739026,0.0022349283871086795,0.0035435585747863175,0.0035022028642024286,0.2496490146587937,0.5143436409039921,0.2358048968206145,0.0002024476165997877,0.02753503742012797,6.211530969305699e-05,9.84860363123735e-05,9.733663806529231e-05,0.00016108395126967692,0.00033187595833488484,0.00015215114932665765,1.3062764157748996e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.609169762800867,-0.6414049130622281,-0.7553748184826787
200.0,10.7492059265,0.99,0.002732,0.003769,0.003499,0.02779412277674164,0.0006649935074953556,0.9905508725952508,0.0023474678083297176,0.003600224942300605,0.003501434654118908,0.24289497204748883,0.5242426655935346,0.23266529160585314,0.0001970707531234003,0.027531492569520966,6.524580847916479e-05,0.00010006509407019061,9.731930467131882e-05,0.00016152357941484597,0.0003486179689717594,0.000154720908337406,1.3105077134428127e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.600119024375154,-0.6593425446798094,-0.7766155342223229
200.0,11.07024487,0.99,0.002732,0.003769,0.003499,0.02779529452079117,0.000684741638817215,0.9903847311383409,0.0024608493906676764,0.003653730877367875,0.0035006885936235896,0.23653013606899506,0.5337620944173349,0.2295157657014177,0.00019200381225234817,0.027528035290884764,6.840003358491756e-05,0.00010155652583614881,9.73026704853419e-05,0.00016196203300154256,0.000365489131269835,0.00015715900154077673,1.3147300506082575e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.59124450310943,-0.6769978975054691,-0.7975271201771115
200.0,11.3912838136,0.99,0.002732,0.003769,0.003499,0.02779648885830557,0.0007044862001592079,0.9902207231319222,0.002575007918190938,0.003704306464964209,0.003499962484922518,0.23052183438286808,0.5429203222222255,0.22637062262267493,0.00018722077223135244,0.02752465929779976,7.157617890804302e-05,0.00010296671338112693,9.728666821663626e-05,0.000162399451158117,0.00038247987479154847,0.0001594749797591223,1.3189445042013805e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.582533516062014,-0.6943902387557301,-0.8181321374057475
200.0,11.7123227571,0.99,0.002732,0.003769,0.003499,0.027797704154602417,0.0007242273062532356,0.9900586989146821,0.0026898834384076146,0.003752163237968905,0.003499254408941329,0.22484095979799557,0.5517347885377043,0.22324155320786213,0.00018269845643811592,0.027521358808120924,7.477258403121958e-05,0.0001043015236288347,9.727123882143921e-05,0.00016283596264989438,0.00039958139966886016,0.00016167762872351836,1.323152109628008e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.573974407529672,-0.7115372286075896,-0.8384512715717563
203.4034827586,2.8539670709,0.99,0.002732,0.003769,0.003499,0.027546450350190415,0.00017655340053279785,0.9929682271934765,5.255341864977631e-06,2.4856913135681727e-05,0.0070016605515227925,0.9884080820198066,0.004194406199303418,0.005777056766508674,0.001620455014381176,0.027352749969701697,1.447660137568834e-07,6.847197235510526e-07,0.00019287089475140945,0.0001745068079946974,7.405366777028667e-07,1.019959017198116e-06,2.8609684319942044e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.19028071517216,-0.00911415777483171,-0.009692037802533804
203.4034827586,3.1659229491,0.99,0.002732,0.003769,0.003499,0.02754061350100466,0.00019555007760272262,0.9959888405331264,6.0576090191532917e-05,0.00027323469483522437,0.0036773486818468407,0.8984477955805139,0.04357041380131227,0.057209230717567144,0.0007725599006066948,0.027430143708436598,1.6683026873670074e-06,7.525051125521869e-06,0.00010127643875517279,0.00017569153614776457,8.520197800029351e-06,1.1187269506412318e-05,1.5107414851639086e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.132596256653,-0.03775222568298986,-0.04414102530924424
203.4034827586,3.4778788273,0.99,0.002732,0.003769,0.003499,0.02754012376995189,0.00021452935903650634,0.9957678668359761,0.00012038699339580712,0.0005165491386955805,0.003595197031932392,0.821668088209361,0.07895043963472435,0.0986899277983997,0.0006915443575147774,0.027423570298803754,3.315472698412909e-06,1.422582721293833e-05,9.901217123678176e-05,0.00017627192830430577,1.69371872104878e-05,2.1171886953949777e-05,1.4835656776295778e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.112888465437816,-0.06896508683511371,-0.08114653489179346
203.4034827586,3.7898347055,0.99,0.002732,0.003769,0.003499,0.027539809915293027,0.00023351592206136162,0.9955011632495016,0.00018344365379590973,0.0007486449941933258,0.0035667481025090774,0.7572836185878072,0.1105438906519307,0.1315394470223096,0.0006330437379525003,0.027415912806344367,5.052003355706176e-06,2.0617540834119845e-05,9.822756475883209e-05,0.0001768377824564963,2.581375855383593e-05,3.071655525885626e-05,1.478257921731491e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.094408085367974,-0.09927219920030694,-0.11708648471004679
203.4034827586,4.1017905837,0.99,0.002732,0.003769,0.003499,0.02753960708282517,0.00025250746514303283,0.9952288297084454,0.00024974189138927174,0.0009694327313536183,0.003551995668811698,0.7025406084286897,0.13919626550700143,0.15767760834657177,0.0005855177177371131,0.02740821092767051,6.877793560982142e-06,2.6697796514708657e-05,9.782056507897097e-05,0.00017739674819437244,3.5148096160549504e-05,3.9814773193408755e-05,1.4784759470213224e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.076692845665683,-0.12864084824144584,-0.1519270580007408
203.4034827586,4.4137464619,0.99,0.002732,0.003769,0.003499,0.02753950154958656,0.00027150188302624246,0.994958995854069,0.00031926483569722056,0.0011789617633582918,0.0035427775468755223,0.6554293257472957,0.16551302552790795,0.17851220702697854,0.0005454416978176954,0.027400674808098224,8.792394437412104e-06,3.246801930890898e-05,9.756632774201892e-05,0.00017795029613101125,4.493709809619755e-05,4.8466400350995106e-05,1.48088448038535e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.05964395307134,-0.15707798051461097,-0.18567649310588763
203.4034827586,4.7257023401,0.99,0.002732,0.003769,0.003499,0.02753948778037955,0.0002904973989681001,0.9946943061563209,0.0003919732930038366,0.001377369839732172,0.0035363507109431275,0.6144591987043198,0.18993229655828128,0.1950975322433721,0.000510972494026958,0.027393371689605116,1.079474371291429e-05,3.7932059870367495e-05,9.73892871911548e-05,0.00017849879899562788,5.5174838130218545e-05,5.667532566179464e-05,1.4843618045907437e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.043221305564288,-0.184601659346729,-0.21835537409229033
203.4034827586,5.0376582183,0.99,0.002732,0.003769,0.003499,0.027539562188612997,0.00030949253345897694,0.99443578844373,0.00046780587825566926,0.0015648719203240158,0.0035315337576903513,0.5785029383961665,0.21277565736049608,0.20824048002903775,0.00048092421429968426,0.0273863262384285,1.2883169076420724e-05,4.3095887566977475e-05,9.725689354109957e-05,0.00017904234001769203,6.585247725489915e-05,6.444887373290038e-05,1.4884245348537723e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.027399084499965,-0.2112364395590589,-0.24999178837996183
203.4034827586,5.3496140965,0.99,0.002732,0.003769,0.003499,0.027539721607195554,0.0003284860670084764,0.994183833661425,0.0005466809358878309,0.0017417517035388248,0.0035277336991483333,0.5466927055774192,0.23428228621087438,0.21857055048059318,0.0004544577311131991,0.02737954600541006,1.5055440782311984e-05,4.7967357024317835e-05,9.715280397886725e-05,0.0001795809367173494,7.695846676716433e-05,7.179738049124771e-05,1.4928303271497046e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.012154809308015,-0.23701174258926017,-0.28061957178037034
203.4034827586,5.6615699747,0.99,0.002732,0.003769,0.003499,0.027539962827839524,0.000347477007941801,0.9939385286758097,0.0006284992187895202,0.0019083522500718145,0.0035246198553289276,0.5183497441516778,0.25463233215413744,0.22658697583124343,0.0004309478629411557,0.027373030132889307,1.7308845122789564e-05,5.2555950029401685e-05,9.706789979802378e-05,0.00018011461816522305,8.847888090216252e-05,7.873376440042164e-05,1.4974447399370611e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.99746600083013,-0.2619608115675014,-0.31027713242588817
203.4034827586,5.9735258529,0.99,0.002732,0.003769,0.003499,0.02754028246853958,0.0003664645643776696,0.9936997944748178,0.0007131469701698359,0.0020650655856393214,0.003521992969373036,0.4929356599667489,0.2739632415532424,0.23269118497511082,0.0004099135048980103,0.027366773028766212,1.9640269000060452e-05,5.687248954456703e-05,9.699668122874388e-05,0.0001806434518959337,0.00010039781997130325,8.527307373642773e-05,1.5021877400497307e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.983309187836795,-0.2861198081776273,-0.3390064063250904
203.4034827586,6.2854817311,0.99,0.002732,0.003769,0.003499,0.027540676962033283,0.00038544811895123004,0.9934674534694063,0.0008004991720018268,0.0022123217782116836,0.0035197255803802612,0.4700179902403063,0.29238136119733654,0.2372096726597676,0.0003909759025895113,0.02736076620829475,2.204628910447743e-05,6.0928839429799024e-05,9.693562520425789e-05,0.00018116755021136368,0.00011269784568991353,9.143202212374445e-05,1.5070092620838648e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.969659779637926,-0.30952696055333107,-0.36685185860967806
203.4034827586,6.5974376093,0.99,0.002732,0.003769,0.003499,0.02754114259264057,0.00040442720544216833,0.9932412669943765,0.0008904227679845166,0.0023505780709917345,0.003517732166647276,0.44924541410110896,0.3099702914542744,0.24041046279264575,0.00037383165197096054,0.027354999363187107,2.4523260420795282e-05,6.473760582831736e-05,9.688236320435109e-05,0.00018168706738262117,0.00012536041874294663,9.72285316262881e-05,1.5118769031244484e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.956492286614882,-0.33222176107931745,-0.39385953656634953
203.4034827586,6.9093934875,0.99,0.002732,0.003769,0.003499,0.02754167555120274,0.00042340148700677926,0.9930209586522845,0.0009827797074322246,0.0024803085846677375,0.003515953055615525,0.430329600933891,0.3267969515198139,0.24251521327460326,0.00035823427169189205,0.02734946105874553,2.7067399840404283e-05,6.83118543057817e-05,9.683523831102267e-05,0.00018220219293844334,0.00013836631522277156,0.00010268130192223323,1.5167692333113766e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.943780672819663,-0.3542442343346188,-0.4200762013048305
203.4034827586,7.2213493657,0.99,0.002732,0.003769,0.003499,0.027542271993778535,0.00044237073600158507,0.992806230097356,0.0010774296976395071,0.0026019949787719518,0.00351434522623248,0.41303171468173167,0.34291600386728377,0.2437083003054672,0.00034398114551729546,0.027344139226459258,2.9674861786561872e-05,7.16648534317831e-05,9.679305210093212e-05,0.00018271314361575434,0.0001516960050174927,0.00010780942017582485,1.5216719251315434e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.931498738806905,-0.375634294442726,-0.44554856234630336
